Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,24,Crugnola  Andrea  /  Ometto  P.  Citroën C3 Rally2,RC2,00:00:57.2,81.82 0.00,00:00:00.0 00:00:00.0,1
2,4,Lukyanuk  Alexey  /  Chervonenko  Y.  Škoda Fabia RS Rally2,RC2,00:00:57.5,81.39 0.23,00:00:00.3 00:00:00.3,1
3,59,Aragno  F.  /  Segir  Andrea  Škoda Fabia Rally2 Evo,RC2,00:00:57.7,81.11 0.38,00:00:00.5 00:00:00.2,1
4,21,Basso  G.  /  Granai  Lorenzo  Škoda Fabia RS Rally2,RC2,00:00:57.8,80.97 0.46,00:00:00.6 00:00:00.1,1
5,3,Mabellini  A.  /  Lenzi  Virginia  Škoda Fabia Rally2 Evo,RC2,00:00:58.1,80.55 0.69,00:00:00.9 00:00:00.3,1
6,8,Bonato  Yoann  /  Boulloud  B.  Citroën C3 Rally2,RC2,00:00:58.3,80.27 0.85,00:00:01.1 00:00:00.2,1
6,23,Andolfi  Fabio  /  Gonella  Nicoló  Škoda Fabia Rally2 Evo,RC2,00:00:58.3,80.27 0.85,00:00:01.1 00:00:00.0,1
8,15,Campedelli  S.  /  Canton  Tania  Škoda Fabia Rally2 Evo,RC2,00:00:58.8,79.59 1.23,00:00:01.6 00:00:00.5,1
9,1,Paddon  Hayden  /  Kennard  John  Hyundai i20 N Rally2,RC2,00:00:59.0,79.32 1.38,00:00:01.8 00:00:00.2,1
10,5,Sesks  M.  /  Francis  Renārs  Škoda Fabia RS Rally2,RC2,00:00:59.1,79.19 1.46,00:00:01.9 00:00:00.1,1
11,9,Mareš  Filip  /  Bucha  Radovan  Škoda Fabia Rally2 Evo,RC2,00:00:59.2,79.05 1.54,00:00:02.0 00:00:00.1,1
12,28,Scattolon  G.  /  Farnocchia  S.  Volkswagen Polo Gti R5,RC2,00:00:59.3,78.92 1.62,00:00:02.1 00:00:00.1,1
13,56,Bottarelli  Luca  /  Bosi  M.  Škoda Fabia Rally2 Evo,RC2,00:00:59.5,78.66 1.77,00:00:02.3 00:00:00.2,1
14,18,Battistolli  A.  /  Scattolin  S.  Škoda Fabia RS Rally2,RC2,00:00:59.8,78.26 2.00,00:00:02.6 00:00:00.3,1
14,58,Avbelj  Boštjan  /  Andrejka  D.  Škoda Fabia Rally2 Evo,RC2,00:00:59.8,78.26 2.00,00:00:02.6 00:00:00.0,1
16,10,Wagner  Simon  /  Winter  Gerald  Škoda Fabia RS Rally2,RC2,00:01:00.0,78.00 2.15,00:00:02.8 00:00:00.2,1
17,11,Joona  Lauri  /  Hussi  Janni  Škoda Fabia Rally2 Evo,RC2,00:01:00.4,77.48 2.46,00:00:03.2 00:00:00.4,1
18,6,Franceschi  M.  /  Malfoy  Andy  Škoda Fabia RS Rally2,RC2,00:01:00.5,77.36 2.54,00:00:03.3 00:00:00.1,1
18,32,Armstrong  Jon  /  Fair  Cameron  Ford Fiesta Rally3,RC3,00:01:00.5,77.36 2.54,00:00:03.3 00:00:00.0,1
20,2,Llarena  Efrén  /  Fernandez  Sara  Škoda Fabia RS Rally2,RC2,00:01:00.8,76.97 2.77,00:00:03.6 00:00:00.3,1
21,19,László  Martin  /  Berendi  Dávid  Škoda Fabia Rally2 Evo,RC2,00:01:01.3,76.35 3.15,00:00:04.1 00:00:00.5,1
