Pos.,Pilote / Co-pilote,Voiture,#,Temps,Écart,ss
50,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:14:12.2,+00:02:33.5,7
51,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:14:13.9,+00:02:35.2,7
52,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:14:16.8,+00:02:38.1,7
53,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:14:28.6,+00:02:49.9,7
54,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:14:33.5,+00:02:54.8,7
55,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:14:35.6,+00:02:56.9,7
56,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:14:40.1,+00:03:01.4,7
57,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:14:43.1,+00:03:04.4,7
58,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:15:00.4,+00:03:21.7,7
59,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:15:04.4,+00:03:25.7,7
60,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:15:05.3,+00:03:26.6,7
61,Pierre-Louis LOUBET  Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:15:23,+00:03:44.3,7
62,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:15:28.7,+00:03:50,7
63,Richard FRAU  Stephane MARQUEZ,Alpine A110,63,00:16:06.1,+00:04:27.4,7
64,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:16:15.2,+00:04:36.5,7
65,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:16:57,+00:05:18.3,7
66,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:16:59.5,+00:05:20.8,7
67,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:22:10.2,+00:10:31.5,7
68,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:22:10.2,+00:10:31.5,7
69,Frédéric ROSATI  Philippe MARCHETTO,Hyundai i20 N,44,00:22:10.2,+00:10:31.5,7
70,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:22:10.2,+00:10:31.5,7
71,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:23:28.9,+00:11:50.2,7
72,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:23:30.2,+00:11:51.5,7
73,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:23:30.2,+00:11:51.5,7
74,Pierre PERGOLA  Fabrice CORONA,Volkswagen Polo GTI,62,,+,7
1,Kalle ROVANPERÄ  Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:08:24,+00:00:00,8
2,Thierry NEUVILLE  Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:08:25.3,+00:00:01.3,8
3,Sébastien OGIER  Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:08:27.1,+00:00:03.1,8
4,Takamoto KATSUTA  Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:08:28.9,+00:00:04.9,8
5,Ott TÄNAK  Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:08:29.7,+00:00:05.7,8
6,Esapekka LAPPI  Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:08:30.5,+00:00:06.5,8
7,Elfyn EVANS  Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:08:33.6,+00:00:09.6,8
8,Daniel SORDO  Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:08:34.3,+00:00:10.3,8
9,Oliver SOLBERG  Elliott EDMONDSON,Skoda Fabia RS,23,00:08:51.3,+00:00:27.3,8
10,Erik CAIS  Petr TESÍNSKÝ,Skoda Fabia RS,27,00:08:51.6,+00:00:27.6,8
11,Pepe LÓPEZ  Borja ROZADA,Hyundai i20 N,34,00:08:51.7,+00:00:27.7,8
12,Stéphane LEFEBVRE  Andy MALFOY,Citroen C3,22,00:08:51.9,+00:00:27.9,8
13,Nikolay GRYAZIN  Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:08:52.7,+00:00:28.7,8
14,Yohan ROSSEL  Arnaud DUNAND,Citroen C3,21,00:08:54.1,+00:00:30.1,8
15,Marco BULACIA  Axel CORONADO,Skoda Fabia RS,26,00:08:57.8,+00:00:33.8,8
16,Adrien FOURMAUX  Alexandre CORIA,Ford Fiesta MkII,20,00:08:58.7,+00:00:34.7,8
17,Grégoire MUNSTER  Louis LOUKA,Ford Fiesta MkII,25,00:08:58.8,+00:00:34.8,8
18,Christopher INGRAM  Craig DREW,Skoda Fabia Evo,28,00:09:03.3,+00:00:39.3,8
19,Alejandro CACHÓN  Alejandro LÓPEZ,Citroen C3,35,00:09:06.4,+00:00:42.4,8
20,Sean JOHNSTON  Alexander KIHURANI,Citroen C3,29,00:09:06.4,+00:00:42.4,8
21,Joshua MCERLEAN  John ROWAN,Hyundai i20 N,31,00:09:08.9,+00:00:44.9,8
22,François DELECOUR  Sabrina DE CASTELLI,Skoda Fabia RS,37,00:09:09.2,+00:00:45.2,8
23,William CREIGHTON  Liam REGAN,Hyundai i20 N,32,00:09:11.9,+00:00:47.9,8
24,Mauro MIELE  Luca BELTRAME,Skoda Fabia RS,36,00:09:26.1,+00:01:02.1,8
25,Bruno RIBERI  Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:09:35.9,+00:01:11.9,8
26,Matteo GAMBA  Nicolò GONELLA,Skoda Fabia Evo,52,00:09:41.3,+00:01:17.3,8
27,Alessandro GINO  Daniele MICHI,Citroen C3,53,00:09:43.6,+00:01:19.6,8
28,Romain HAUT-LABOURDETTE  Fabien TARDITO,Skoda Fabia,58,00:09:44.8,+00:01:20.8,8
29,Christian MERLI  Marco ZORTEA,Skoda Fabia Evo,49,00:09:45.1,+00:01:21.1,8
30,Jourdan SERDERIDIS  Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:09:50.5,+00:01:26.5,8
31,Johannes KEFERBÖCK  Ilka MINOR,Skoda Fabia Evo,39,00:09:51.1,+00:01:27.1,8
32,Jonathan HIRSCHI  Michaël VOLLUZ,Volkswagen Polo GTI,51,00:09:52.3,+00:01:28.3,8
33,Baudouin BAUGÉ  Nicolas BLANC,Peugeot 208 Rally4,71,00:09:58.6,+00:01:34.6,8
34,Philippe BAFFOUN  Charlyne QUARTINI,Citroen C3,54,00:10:04.6,+00:01:40.6,8
35,Mickaël PRÉVALET  Jofrey COURTET,Peugeot 208 Rally4,76,00:10:06.1,+00:01:42.1,8
36,Luc PISTACHI  Laëtitia AUTHIER,Skoda Fabia Evo,57,00:10:08.4,+00:01:44.4,8
37,Loïc PANAGIOTIS  Caroline GODDI,Alpine A110,67,00:10:10.2,+00:01:46.2,8
38,Jean Charles ALBERTINI  Patrick CHIAPPE,Skoda Fabia Evo,56,00:10:13.8,+00:01:49.8,8
39,Ghjuvanni ROSSI  Maxime MARTINI,Peugeot 208 Rally4,78,00:10:13.8,+00:01:49.8,8
40,Yanis DESANGLES  Nicolas THERON,Skoda Fabia,55,00:10:15.7,+00:01:51.7,8
41,Lorenzo BONTEMPELLI  Giovanni PINA,Skoda Fabia Evo,40,00:10:19.9,+00:01:55.9,8
42,Eric ROYERE  Gilbert DINI,Alpine A110,64,00:10:27.8,+00:02:03.8,8
43,Simone NIBOLI  Battista BRUNETTI,Skoda Fabia Evo,46,00:10:28.1,+00:02:04.1,8
44,Eamonn BOLAND  MJ,Citroen C3,42,00:10:33.9,+00:02:09.9,8
45,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:10:34.2,+00:02:10.2,8
46,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:10:35.3,+00:02:11.3,8
47,Matteo FONTANA  Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:10:36.4,+00:02:12.4,8
48,David FERRARO  Michel CORNEGLIO,Alpine A110,66,00:10:38,+00:02:14,8
49,Zoltán LÁSZLÓ  Gábor ZSIROS,Skoda Fabia Evo,61,00:10:41.4,+00:02:17.4,8
50,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:10:46.3,+00:02:22.3,8
51,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:10:51.9,+00:02:27.9,8
52,Pierre TANCI  Sébastien MALET,Skoda Fabia,60,00:10:53.7,+00:02:29.7,8
53,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:10:55.4,+00:02:31.4,8
54,Pierre-Louis LOUBET  Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:11:09.7,+00:02:45.7,8
55,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:11:11,+00:02:47,8
56,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:11:13,+00:02:49,8
57,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:11:16.7,+00:02:52.7,8
58,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:11:20.5,+00:02:56.5,8
59,Richard FRAU  Stephane MARQUEZ,Alpine A110,63,00:11:44.7,+00:03:20.7,8
60,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:11:46.2,+00:03:22.2,8
61,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:11:48.8,+00:03:24.8,8
62,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:12:13.4,+00:03:49.4,8
63,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:12:53.7,+00:04:29.7,8
64,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:13:25.6,+00:05:01.6,8
65,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:13:34.8,+00:05:10.8,8
66,Sebastiano CIATO  Andrea BUDOIA,Peugeot 208 Rally4,75,00:18:08.3,+00:09:44.3,8
67,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:18:51.3,+00:10:27.3,8
68,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:18:51.3,+00:10:27.3,8
69,Frédéric ROSATI  Philippe MARCHETTO,Hyundai i20 N,44,00:18:51.3,+00:10:27.3,8
70,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:18:51.3,+00:10:27.3,8
71,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:19:58.6,+00:11:34.6,8
72,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:19:58.6,+00:11:34.6,8
73,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:20:10.2,+00:11:46.2,8
74,Pierre PERGOLA  Fabrice CORONA,Volkswagen Polo GTI,62,,+,8
1,Kalle ROVANPERÄ  Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:09:05.5,+00:00:00,9
2,Elfyn EVANS  Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:09:06.1,+00:00:00.6,9
3,Sébastien OGIER  Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:09:08,+00:00:02.5,9
4,Thierry NEUVILLE  Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:09:08.2,+00:00:02.7,9
5,Ott TÄNAK  Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:09:11.3,+00:00:05.8,9
6,Takamoto KATSUTA  Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:09:15.3,+00:00:09.8,9
7,Esapekka LAPPI  Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:09:19.7,+00:00:14.2,9
8,Pierre-Louis LOUBET  Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:09:25.2,+00:00:19.7,9
9,Daniel SORDO  Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:09:25.5,+00:00:20,9
10,Nikolay GRYAZIN  Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:09:30.4,+00:00:24.9,9
11,Oliver SOLBERG  Elliott EDMONDSON,Skoda Fabia RS,23,00:09:35,+00:00:29.5,9
12,Yohan ROSSEL  Arnaud DUNAND,Citroen C3,21,00:09:39.6,+00:00:34.1,9
13,Pepe LÓPEZ  Borja ROZADA,Hyundai i20 N,34,00:09:39.6,+00:00:34.1,9
14,Marco BULACIA  Axel CORONADO,Skoda Fabia RS,26,00:09:40.3,+00:00:34.8,9
15,Stéphane LEFEBVRE  Andy MALFOY,Citroen C3,22,00:09:43.3,+00:00:37.8,9
16,Erik CAIS  Petr TESÍNSKÝ,Skoda Fabia RS,27,00:09:44.6,+00:00:39.1,9
17,Christopher INGRAM  Craig DREW,Skoda Fabia Evo,28,00:09:48.5,+00:00:43,9
18,Adrien FOURMAUX  Alexandre CORIA,Ford Fiesta MkII,20,00:09:48.5,+00:00:43,9
19,Grégoire MUNSTER  Louis LOUKA,Ford Fiesta MkII,25,00:09:57.1,+00:00:51.6,9
20,Alejandro CACHÓN  Alejandro LÓPEZ,Citroen C3,35,00:09:58,+00:00:52.5,9
21,Joshua MCERLEAN  John ROWAN,Hyundai i20 N,31,00:09:59.1,+00:00:53.6,9
22,François DELECOUR  Sabrina DE CASTELLI,Skoda Fabia RS,37,00:10:02.5,+00:00:57,9
23,William CREIGHTON  Liam REGAN,Hyundai i20 N,32,00:10:11.4,+00:01:05.9,9
24,Matteo GAMBA  Nicolò GONELLA,Skoda Fabia Evo,52,00:10:15.1,+00:01:09.6,9
25,Jourdan SERDERIDIS  Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:10:15.5,+00:01:10,9
26,Alessandro GINO  Daniele MICHI,Citroen C3,53,00:10:19.4,+00:01:13.9,9
27,Mauro MIELE  Luca BELTRAME,Skoda Fabia RS,36,00:10:20.2,+00:01:14.7,9
28,Bruno RIBERI  Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:10:21.5,+00:01:16,9
29,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:10:26.5,+00:01:21,9
30,Johannes KEFERBÖCK  Ilka MINOR,Skoda Fabia Evo,39,00:10:38.2,+00:01:32.7,9
31,Romain HAUT-LABOURDETTE  Fabien TARDITO,Skoda Fabia,58,00:10:41.2,+00:01:35.7,9
32,Philippe BAFFOUN  Charlyne QUARTINI,Citroen C3,54,00:10:44.2,+00:01:38.7,9
33,Sean JOHNSTON  Alexander KIHURANI,Citroen C3,29,00:10:44.8,+00:01:39.3,9
34,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:10:45.7,+00:01:40.2,9
35,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:10:46.3,+00:01:40.8,9
36,Loïc PANAGIOTIS  Caroline GODDI,Alpine A110,67,00:10:47.4,+00:01:41.9,9
37,Christian MERLI  Marco ZORTEA,Skoda Fabia Evo,49,00:10:52.8,+00:01:47.3,9
38,Mickaël PRÉVALET  Jofrey COURTET,Peugeot 208 Rally4,76,00:10:53.2,+00:01:47.7,9
39,Lorenzo BONTEMPELLI  Giovanni PINA,Skoda Fabia Evo,40,00:10:57.2,+00:01:51.7,9
40,Luc PISTACHI  Laëtitia AUTHIER,Skoda Fabia Evo,57,00:10:57.3,+00:01:51.8,9
41,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:10:58.6,+00:01:53.1,9
42,Ghjuvanni ROSSI  Maxime MARTINI,Peugeot 208 Rally4,78,00:11:02.4,+00:01:56.9,9
43,Eamonn BOLAND  MJ,Citroen C3,42,00:11:02.6,+00:01:57.1,9
44,Yanis DESANGLES  Nicolas THERON,Skoda Fabia,55,00:11:04.4,+00:01:58.9,9
45,Pierre TANCI  Sébastien MALET,Skoda Fabia,60,00:11:06.3,+00:02:00.8,9
46,Zoltán LÁSZLÓ  Gábor ZSIROS,Skoda Fabia Evo,61,00:11:08.2,+00:02:02.7,9
47,Jean Charles ALBERTINI  Patrick CHIAPPE,Skoda Fabia Evo,56,00:11:11.3,+00:02:05.8,9
48,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:11:13.5,+00:02:08,9
49,Baudouin BAUGÉ  Nicolas BLANC,Peugeot 208 Rally4,71,00:11:13.6,+00:02:08.1,9
50,Eric ROYERE  Gilbert DINI,Alpine A110,64,00:11:15.3,+00:02:09.8,9
51,Simone NIBOLI  Battista BRUNETTI,Skoda Fabia Evo,46,00:11:18.5,+00:02:13,9
52,David FERRARO  Michel CORNEGLIO,Alpine A110,66,00:11:19.1,+00:02:13.6,9
53,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:11:23.6,+00:02:18.1,9
54,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:11:35.8,+00:02:30.3,9
55,Matteo FONTANA  Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:11:36.9,+00:02:31.4,9
56,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:11:38.7,+00:02:33.2,9
57,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:11:38.8,+00:02:33.3,9
58,Frédéric ROSATI  Philippe MARCHETTO,Hyundai i20 N,44,00:11:40.4,+00:02:34.9,9
59,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:11:47.7,+00:02:42.2,9
60,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:12:04.6,+00:02:59.1,9
61,Sebastiano CIATO  Andrea BUDOIA,Peugeot 208 Rally4,75,00:12:08.5,+00:03:03,9
62,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:12:09,+00:03:03.5,9
63,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:12:09.2,+00:03:03.7,9
64,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:12:19.9,+00:03:14.4,9
65,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:12:21,+00:03:15.5,9
66,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:12:33.1,+00:03:27.6,9
67,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:12:38,+00:03:32.5,9
68,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:12:52.2,+00:03:46.7,9
69,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:13:30.7,+00:04:25.2,9
70,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:13:50.7,+00:04:45.2,9
71,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:13:58.1,+00:04:52.6,9
72,Richard FRAU  Stephane MARQUEZ,Alpine A110,63,00:14:15.1,+00:05:09.6,9
73,Jonathan HIRSCHI  Michaël VOLLUZ,Volkswagen Polo GTI,51,,+,9
1,Sébastien OGIER  Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:09:27.1,+00:00:00,10
2,Elfyn EVANS  Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:09:27.5,+00:00:00.4,10
3,Kalle ROVANPERÄ  Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:09:28.2,+00:00:01.1,10
4,Thierry NEUVILLE  Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:09:30.7,+00:00:03.6,10
5,Esapekka LAPPI  Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:09:34.4,+00:00:07.3,10
6,Takamoto KATSUTA  Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:09:36.5,+00:00:09.4,10
7,Ott TÄNAK  Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:09:36.7,+00:00:09.6,10
8,Daniel SORDO  Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:09:42.7,+00:00:15.6,10
9,Oliver SOLBERG  Elliott EDMONDSON,Skoda Fabia RS,23,00:09:59.5,+00:00:32.4,10
10,Pepe LÓPEZ  Borja ROZADA,Hyundai i20 N,34,00:10:01.7,+00:00:34.6,10
11,Yohan ROSSEL  Arnaud DUNAND,Citroen C3,21,00:10:02.6,+00:00:35.5,10
12,Erik CAIS  Petr TESÍNSKÝ,Skoda Fabia RS,27,00:10:04,+00:00:36.9,10
13,Nikolay GRYAZIN  Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:10:04.4,+00:00:37.3,10
14,Stéphane LEFEBVRE  Andy MALFOY,Citroen C3,22,00:10:05.2,+00:00:38.1,10
15,Adrien FOURMAUX  Alexandre CORIA,Ford Fiesta MkII,20,00:10:05.8,+00:00:38.7,10
16,Marco BULACIA  Axel CORONADO,Skoda Fabia RS,26,00:10:06.5,+00:00:39.4,10
17,Christopher INGRAM  Craig DREW,Skoda Fabia Evo,28,00:10:12.4,+00:00:45.3,10
18,Grégoire MUNSTER  Louis LOUKA,Ford Fiesta MkII,25,00:10:13.4,+00:00:46.3,10
19,Sean JOHNSTON  Alexander KIHURANI,Citroen C3,29,00:10:19.3,+00:00:52.2,10
20,François DELECOUR  Sabrina DE CASTELLI,Skoda Fabia RS,37,00:10:23.8,+00:00:56.7,10
21,William CREIGHTON  Liam REGAN,Hyundai i20 N,32,00:10:28.1,+00:01:01,10
22,Mauro MIELE  Luca BELTRAME,Skoda Fabia RS,36,00:10:33.8,+00:01:06.7,10
23,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:10:43.5,+00:01:16.4,10
24,Matteo GAMBA  Nicolò GONELLA,Skoda Fabia Evo,52,00:10:44.8,+00:01:17.7,10
25,Philippe BAFFOUN  Charlyne QUARTINI,Citroen C3,54,00:10:46.4,+00:01:19.3,10
26,Alessandro GINO  Daniele MICHI,Citroen C3,53,00:10:47.9,+00:01:20.8,10
27,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:10:50.2,+00:01:23.1,10
28,Christian MERLI  Marco ZORTEA,Skoda Fabia Evo,49,00:10:58,+00:01:30.9,10
29,Romain HAUT-LABOURDETTE  Fabien TARDITO,Skoda Fabia,58,00:11:00.3,+00:01:33.2,10
30,Johannes KEFERBÖCK  Ilka MINOR,Skoda Fabia Evo,39,00:11:01.9,+00:01:34.8,10
31,Mickaël PRÉVALET  Jofrey COURTET,Peugeot 208 Rally4,76,00:11:02.1,+00:01:35,10
32,Jourdan SERDERIDIS  Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:11:04.4,+00:01:37.3,10
33,Loïc PANAGIOTIS  Caroline GODDI,Alpine A110,67,00:11:05,+00:01:37.9,10
34,Lorenzo BONTEMPELLI  Giovanni PINA,Skoda Fabia Evo,40,00:11:10.3,+00:01:43.2,10
35,Bruno RIBERI  Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:11:13.2,+00:01:46.1,10
36,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:11:16.1,+00:01:49,10
37,Eamonn BOLAND  MJ,Citroen C3,42,00:11:17.3,+00:01:50.2,10
38,Jean Charles ALBERTINI  Patrick CHIAPPE,Skoda Fabia Evo,56,00:11:18.3,+00:01:51.2,10
39,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:11:20.6,+00:01:53.5,10
40,Frédéric ROSATI  Philippe MARCHETTO,Hyundai i20 N,44,00:11:24.5,+00:01:57.4,10
41,Ghjuvanni ROSSI  Maxime MARTINI,Peugeot 208 Rally4,78,00:11:24.6,+00:01:57.5,10
42,Baudouin BAUGÉ  Nicolas BLANC,Peugeot 208 Rally4,71,00:11:27.1,+00:02:00,10
43,Yanis DESANGLES  Nicolas THERON,Skoda Fabia,55,00:11:28.8,+00:02:01.7,10
44,Pierre TANCI  Sébastien MALET,Skoda Fabia,60,00:11:29.6,+00:02:02.5,10
45,Eric ROYERE  Gilbert DINI,Alpine A110,64,00:11:32,+00:02:04.9,10
46,Simone NIBOLI  Battista BRUNETTI,Skoda Fabia Evo,46,00:11:32.2,+00:02:05.1,10
47,Zoltán LÁSZLÓ  Gábor ZSIROS,Skoda Fabia Evo,61,00:11:34.8,+00:02:07.7,10
48,Matteo FONTANA  Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:11:35.5,+00:02:08.4,10
49,Luc PISTACHI  Laëtitia AUTHIER,Skoda Fabia Evo,57,00:11:35.8,+00:02:08.7,10
50,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:11:37,+00:02:09.9,10
51,David FERRARO  Michel CORNEGLIO,Alpine A110,66,00:11:39.1,+00:02:12,10
52,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:11:39.4,+00:02:12.3,10
53,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:11:48,+00:02:20.9,10
54,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:11:54.7,+00:02:27.6,10
55,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:12:01.5,+00:02:34.4,10
56,Sebastiano CIATO  Andrea BUDOIA,Peugeot 208 Rally4,75,00:12:11.2,+00:02:44.1,10
57,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:12:14.9,+00:02:47.8,10
58,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:12:15.8,+00:02:48.7,10
59,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:12:19.5,+00:02:52.4,10
60,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:12:22.4,+00:02:55.3,10
61,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:12:32,+00:03:04.9,10
62,Alejandro CACHÓN  Alejandro LÓPEZ,Citroen C3,35,00:12:32.5,+00:03:05.4,10
63,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:12:33.7,+00:03:06.6,10
64,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:12:33.7,+00:03:06.6,10
65,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:12:34.8,+00:03:07.7,10
66,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:12:35.6,+00:03:08.5,10
67,Richard FRAU  Stephane MARQUEZ,Alpine A110,63,00:13:39.5,+00:04:12.4,10
68,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:13:53.1,+00:04:26,10
69,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:13:58.3,+00:04:31.2,10
70,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:13:59.8,+00:04:32.7,10
71,Pierre-Louis LOUBET  Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:19:27.1,+00:10:00,10
72,Joshua MCERLEAN  John ROWAN,Hyundai i20 N,31,00:19:59.5,+00:10:32.4,10
73,Jonathan HIRSCHI  Michaël VOLLUZ,Volkswagen Polo GTI,51,,+,10
1,Kalle ROVANPERÄ  Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:11:35.7,+00:00:00,11
2,Sébastien OGIER  Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:11:40.3,+00:00:04.6,11
3,Elfyn EVANS  Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:11:40.3,+00:00:04.6,11
